Time_Index,Price_tonne_z1,Price_tonne_z2,Price_tonne_z3,Price_tonne_z4,Price_tonne_z5,Price_tonne_z6,Price_tonne_z7,Price_tonne_z8,Price_tonne_z9
57,400,400,400,400,400,400,400,400,400
58,400,400,400,400,400,400,400,400,400
59,400,400,400,400,400,400,400,400,400
60,400,400,400,400,400,400,400,400,400
61,400,400,400,400,400,400,400,400,400
62,400,400,400,400,400,400,400,400,400
63,400,400,400,400,400,400,400,400,400
64,400,400,400,400,400,400,400,400,400
65,400,400,400,400,400,400,400,400,400
66,400,400,400,400,400,400,400,400,400
67,400,400,400,400,400,400,400,400,400
68,400,400,400,400,400,400,400,400,400
69,400,400,400,400,400,400,400,400,400
70,400,400,400,400,400,400,400,400,400
71,400,400,400,400,400,400,400,400,400
72,400,400,400,400,400,400,400,400,400
73,400,400,400,400,400,400,400,400,400
74,400,400,400,400,400,400,400,400,400
75,400,400,400,400,400,400,400,400,400
76,400,400,400,400,400,400,400,400,400
77,400,400,400,400,400,400,400,400,400
78,400,400,400,400,400,400,400,400,400
79,400,400,400,400,400,400,400,400,400
80,400,400,400,400,400,400,400,400,400
81,400,400,400,400,400,400,400,400,400
82,400,400,400,400,400,400,400,400,400
83,400,400,400,400,400,400,400,400,400
84,400,400,400,400,400,400,400,400,400
85,400,400,400,400,400,400,400,400,400
86,400,400,400,400,400,400,400,400,400
87,400,400,400,400,400,400,400,400,400
88,400,400,400,400,400,400,400,400,400
89,400,400,400,400,400,400,400,400,400
90,400,400,400,400,400,400,400,400,400
91,400,400,400,400,400,400,400,400,400
92,400,400,400,400,400,400,400,400,400
93,400,400,400,400,400,400,400,400,400
94,400,400,400,400,400,400,400,400,400
95,400,400,400,400,400,400,400,400,400
96,400,400,400,400,400,400,400,400,400
97,400,400,400,400,400,400,400,400,400
98,400,400,400,400,400,400,400,400,400
99,400,400,400,400,400,400,400,400,400
100,400,400,400,400,400,400,400,400,400
101,400,400,400,400,400,400,400,400,400
102,400,400,400,400,400,400,400,400,400
103,400,400,400,400,400,400,400,400,400
104,400,400,400,400,400,400,400,400,400
105,400,400,400,400,400,400,400,400,400
106,400,400,400,400,400,400,400,400,400
107,400,400,400,400,400,400,400,400,400
108,400,400,400,400,400,400,400,400,400
109,400,400,400,400,400,400,400,400,400
110,400,400,400,400,400,400,400,400,400
111,400,400,400,400,400,400,400,400,400
112,400,400,400,400,400,400,400,400,400
113,400,400,400,400,400,400,400,400,400
114,400,400,400,400,400,400,400,400,400
115,400,400,400,400,400,400,400,400,400
116,400,400,400,400,400,400,400,400,400
117,400,400,400,400,400,400,400,400,400
118,400,400,400,400,400,400,400,400,400
119,400,400,400,400,400,400,400,400,400
120,400,400,400,400,400,400,400,400,400
121,400,400,400,400,400,400,400,400,400
122,400,400,400,400,400,400,400,400,400
123,400,400,400,400,400,400,400,400,400
124,400,400,400,400,400,400,400,400,400
125,400,400,400,400,400,400,400,400,400
126,400,400,400,400,400,400,400,400,400
127,400,400,400,400,400,400,400,400,400
128,400,400,400,400,400,400,400,400,400
129,400,400,400,400,400,400,400,400,400
130,400,400,400,400,400,400,400,400,400
131,400,400,400,400,400,400,400,400,400
132,400,400,400,400,400,400,400,400,400
133,400,400,400,400,400,400,400,400,400
134,400,400,400,400,400,400,400,400,400
135,400,400,400,400,400,400,400,400,400
136,400,400,400,400,400,400,400,400,400
137,400,400,400,400,400,400,400,400,400
138,400,400,400,400,400,400,400,400,400
139,400,400,400,400,400,400,400,400,400
140,400,400,400,400,400,400,400,400,400
141,400,400,400,400,400,400,400,400,400
142,400,400,400,400,400,400,400,400,400
143,400,400,400,400,400,400,400,400,400
144,400,400,400,400,400,400,400,400,400
145,400,400,400,400,400,400,400,400,400
146,400,400,400,400,400,400,400,400,400
147,400,400,400,400,400,400,400,400,400
148,400,400,400,400,400,400,400,400,400
149,400,400,400,400,400,400,400,400,400
150,400,400,400,400,400,400,400,400,400
151,400,400,400,400,400,400,400,400,400
152,400,400,400,400,400,400,400,400,400
153,400,400,400,400,400,400,400,400,400
154,400,400,400,400,400,400,400,400,400
155,400,400,400,400,400,400,400,400,400
156,400,400,400,400,400,400,400,400,400
157,400,400,400,400,400,400,400,400,400
158,400,400,400,400,400,400,400,400,400
159,400,400,400,400,400,400,400,400,400
160,400,400,400,400,400,400,400,400,400
161,400,400,400,400,400,400,400,400,400
162,400,400,400,400,400,400,400,400,400
163,400,400,400,400,400,400,400,400,400
164,400,400,400,400,400,400,400,400,400
165,400,400,400,400,400,400,400,400,400
166,400,400,400,400,400,400,400,400,400
167,400,400,400,400,400,400,400,400,400
168,400,400,400,400,400,400,400,400,400
169,400,400,400,400,400,400,400,400,400
170,400,400,400,400,400,400,400,400,400
171,400,400,400,400,400,400,400,400,400
172,400,400,400,400,400,400,400,400,400
173,400,400,400,400,400,400,400,400,400
174,400,400,400,400,400,400,400,400,400
175,400,400,400,400,400,400,400,400,400
176,400,400,400,400,400,400,400,400,400
177,400,400,400,400,400,400,400,400,400
178,400,400,400,400,400,400,400,400,400
179,400,400,400,400,400,400,400,400,400
180,400,400,400,400,400,400,400,400,400
181,400,400,400,400,400,400,400,400,400
182,400,400,400,400,400,400,400,400,400
183,400,400,400,400,400,400,400,400,400
184,400,400,400,400,400,400,400,400,400
185,400,400,400,400,400,400,400,400,400
186,400,400,400,400,400,400,400,400,400
187,400,400,400,400,400,400,400,400,400
188,400,400,400,400,400,400,400,400,400
189,400,400,400,400,400,400,400,400,400
190,400,400,400,400,400,400,400,400,400
191,400,400,400,400,400,400,400,400,400
192,400,400,400,400,400,400,400,400,400
193,400,400,400,400,400,400,400,400,400
194,400,400,400,400,400,400,400,400,400
195,400,400,400,400,400,400,400,400,400
196,400,400,400,400,400,400,400,400,400
197,400,400,400,400,400,400,400,400,400
198,400,400,400,400,400,400,400,400,400
199,400,400,400,400,400,400,400,400,400
200,400,400,400,400,400,400,400,400,400
201,400,400,400,400,400,400,400,400,400
202,400,400,400,400,400,400,400,400,400
203,400,400,400,400,400,400,400,400,400
204,400,400,400,400,400,400,400,400,400
205,400,400,400,400,400,400,400,400,400
206,400,400,400,400,400,400,400,400,400
207,400,400,400,400,400,400,400,400,400
208,400,400,400,400,400,400,400,400,400
209,400,400,400,400,400,400,400,400,400
210,400,400,400,400,400,400,400,400,400
211,400,400,400,400,400,400,400,400,400
212,400,400,400,400,400,400,400,400,400
213,400,400,400,400,400,400,400,400,400
214,400,400,400,400,400,400,400,400,400
215,400,400,400,400,400,400,400,400,400
216,400,400,400,400,400,400,400,400,400
217,400,400,400,400,400,400,400,400,400
218,400,400,400,400,400,400,400,400,400
219,400,400,400,400,400,400,400,400,400
220,400,400,400,400,400,400,400,400,400
221,400,400,400,400,400,400,400,400,400
222,400,400,400,400,400,400,400,400,400
223,400,400,400,400,400,400,400,400,400
224,400,400,400,400,400,400,400,400,400
225,400,400,400,400,400,400,400,400,400
226,400,400,400,400,400,400,400,400,400
227,400,400,400,400,400,400,400,400,400
228,400,400,400,400,400,400,400,400,400
229,400,400,400,400,400,400,400,400,400
230,400,400,400,400,400,400,400,400,400
231,400,400,400,400,400,400,400,400,400
232,400,400,400,400,400,400,400,400,400
233,400,400,400,400,400,400,400,400,400
234,400,400,400,400,400,400,400,400,400
235,400,400,400,400,400,400,400,400,400
236,400,400,400,400,400,400,400,400,400
237,400,400,400,400,400,400,400,400,400
238,400,400,400,400,400,400,400,400,400
239,400,400,400,400,400,400,400,400,400
240,400,400,400,400,400,400,400,400,400
241,400,400,400,400,400,400,400,400,400
242,400,400,400,400,400,400,400,400,400
243,400,400,400,400,400,400,400,400,400
244,400,400,400,400,400,400,400,400,400
245,400,400,400,400,400,400,400,400,400
246,400,400,400,400,400,400,400,400,400
247,400,400,400,400,400,400,400,400,400
248,400,400,400,400,400,400,400,400,400
249,400,400,400,400,400,400,400,400,400
250,400,400,400,400,400,400,400,400,400
251,400,400,400,400,400,400,400,400,400
252,400,400,400,400,400,400,400,400,400
253,400,400,400,400,400,400,400,400,400
254,400,400,400,400,400,400,400,400,400
255,400,400,400,400,400,400,400,400,400
256,400,400,400,400,400,400,400,400,400
257,400,400,400,400,400,400,400,400,400
258,400,400,400,400,400,400,400,400,400
259,400,400,400,400,400,400,400,400,400
260,400,400,400,400,400,400,400,400,400
261,400,400,400,400,400,400,400,400,400
262,400,400,400,400,400,400,400,400,400
263,400,400,400,400,400,400,400,400,400
264,400,400,400,400,400,400,400,400,400
265,400,400,400,400,400,400,400,400,400
266,400,400,400,400,400,400,400,400,400
267,400,400,400,400,400,400,400,400,400
268,400,400,400,400,400,400,400,400,400
269,400,400,400,400,400,400,400,400,400
270,400,400,400,400,400,400,400,400,400
271,400,400,400,400,400,400,400,400,400
272,400,400,400,400,400,400,400,400,400
273,400,400,400,400,400,400,400,400,400
274,400,400,400,400,400,400,400,400,400
275,400,400,400,400,400,400,400,400,400
276,400,400,400,400,400,400,400,400,400
277,400,400,400,400,400,400,400,400,400
278,400,400,400,400,400,400,400,400,400
279,400,400,400,400,400,400,400,400,400
280,400,400,400,400,400,400,400,400,400
281,400,400,400,400,400,400,400,400,400
282,400,400,400,400,400,400,400,400,400
283,400,400,400,400,400,400,400,400,400
284,400,400,400,400,400,400,400,400,400
285,400,400,400,400,400,400,400,400,400
286,400,400,400,400,400,400,400,400,400
287,400,400,400,400,400,400,400,400,400
288,400,400,400,400,400,400,400,400,400
289,400,400,400,400,400,400,400,400,400
290,400,400,400,400,400,400,400,400,400
291,400,400,400,400,400,400,400,400,400
292,400,400,400,400,400,400,400,400,400
293,400,400,400,400,400,400,400,400,400
294,400,400,400,400,400,400,400,400,400
295,400,400,400,400,400,400,400,400,400
296,400,400,400,400,400,400,400,400,400
297,400,400,400,400,400,400,400,400,400
298,400,400,400,400,400,400,400,400,400
299,400,400,400,400,400,400,400,400,400
300,400,400,400,400,400,400,400,400,400
301,400,400,400,400,400,400,400,400,400
302,400,400,400,400,400,400,400,400,400
303,400,400,400,400,400,400,400,400,400
304,400,400,400,400,400,400,400,400,400
305,400,400,400,400,400,400,400,400,400
306,400,400,400,400,400,400,400,400,400
307,400,400,400,400,400,400,400,400,400
308,400,400,400,400,400,400,400,400,400
309,400,400,400,400,400,400,400,400,400
310,400,400,400,400,400,400,400,400,400
311,400,400,400,400,400,400,400,400,400
312,400,400,400,400,400,400,400,400,400
313,400,400,400,400,400,400,400,400,400
314,400,400,400,400,400,400,400,400,400
315,400,400,400,400,400,400,400,400,400
316,400,400,400,400,400,400,400,400,400
317,400,400,400,400,400,400,400,400,400
318,400,400,400,400,400,400,400,400,400
319,400,400,400,400,400,400,400,400,400
320,400,400,400,400,400,400,400,400,400
321,400,400,400,400,400,400,400,400,400
322,400,400,400,400,400,400,400,400,400
323,400,400,400,400,400,400,400,400,400
324,400,400,400,400,400,400,400,400,400
325,400,400,400,400,400,400,400,400,400
326,400,400,400,400,400,400,400,400,400
327,400,400,400,400,400,400,400,400,400
328,400,400,400,400,400,400,400,400,400
329,400,400,400,400,400,400,400,400,400
330,400,400,400,400,400,400,400,400,400
331,400,400,400,400,400,400,400,400,400
332,400,400,400,400,400,400,400,400,400
333,400,400,400,400,400,400,400,400,400
334,400,400,400,400,400,400,400,400,400
335,400,400,400,400,400,400,400,400,400
336,400,400,400,400,400,400,400,400,400
337,400,400,400,400,400,400,400,400,400
338,400,400,400,400,400,400,400,400,400
339,400,400,400,400,400,400,400,400,400
340,400,400,400,400,400,400,400,400,400
341,400,400,400,400,400,400,400,400,400
342,400,400,400,400,400,400,400,400,400
343,400,400,400,400,400,400,400,400,400
344,400,400,400,400,400,400,400,400,400
345,400,400,400,400,400,400,400,400,400
346,400,400,400,400,400,400,400,400,400
347,400,400,400,400,400,400,400,400,400
348,400,400,400,400,400,400,400,400,400
349,400,400,400,400,400,400,400,400,400
350,400,400,400,400,400,400,400,400,400
351,400,400,400,400,400,400,400,400,400
352,400,400,400,400,400,400,400,400,400
353,400,400,400,400,400,400,400,400,400
354,400,400,400,400,400,400,400,400,400
355,400,400,400,400,400,400,400,400,400
356,400,400,400,400,400,400,400,400,400
357,400,400,400,400,400,400,400,400,400
358,400,400,400,400,400,400,400,400,400
359,400,400,400,400,400,400,400,400,400
360,400,400,400,400,400,400,400,400,400
361,400,400,400,400,400,400,400,400,400
362,400,400,400,400,400,400,400,400,400
363,400,400,400,400,400,400,400,400,400
364,400,400,400,400,400,400,400,400,400
365,400,400,400,400,400,400,400,400,400
366,400,400,400,400,400,400,400,400,400
367,400,400,400,400,400,400,400,400,400
368,400,400,400,400,400,400,400,400,400
369,400,400,400,400,400,400,400,400,400
370,400,400,400,400,400,400,400,400,400
371,400,400,400,400,400,400,400,400,400
372,400,400,400,400,400,400,400,400,400
373,400,400,400,400,400,400,400,400,400
374,400,400,400,400,400,400,400,400,400
375,400,400,400,400,400,400,400,400,400
376,400,400,400,400,400,400,400,400,400
377,400,400,400,400,400,400,400,400,400
378,400,400,400,400,400,400,400,400,400
379,400,400,400,400,400,400,400,400,400
380,400,400,400,400,400,400,400,400,400
381,400,400,400,400,400,400,400,400,400
382,400,400,400,400,400,400,400,400,400
383,400,400,400,400,400,400,400,400,400
384,400,400,400,400,400,400,400,400,400
385,400,400,400,400,400,400,400,400,400
386,400,400,400,400,400,400,400,400,400
387,400,400,400,400,400,400,400,400,400
388,400,400,400,400,400,400,400,400,400
389,400,400,400,400,400,400,400,400,400
390,400,400,400,400,400,400,400,400,400
391,400,400,400,400,400,400,400,400,400
392,400,400,400,400,400,400,400,400,400
393,400,400,400,400,400,400,400,400,400
394,400,400,400,400,400,400,400,400,400
395,400,400,400,400,400,400,400,400,400
396,400,400,400,400,400,400,400,400,400
397,400,400,400,400,400,400,400,400,400
398,400,400,400,400,400,400,400,400,400
399,400,400,400,400,400,400,400,400,400
400,400,400,400,400,400,400,400,400,400
401,400,400,400,400,400,400,400,400,400
402,400,400,400,400,400,400,400,400,400
403,400,400,400,400,400,400,400,400,400
404,400,400,400,400,400,400,400,400,400
405,400,400,400,400,400,400,400,400,400
406,400,400,400,400,400,400,400,400,400
407,400,400,400,400,400,400,400,400,400
408,400,400,400,400,400,400,400,400,400
409,400,400,400,400,400,400,400,400,400
410,400,400,400,400,400,400,400,400,400
411,400,400,400,400,400,400,400,400,400
412,400,400,400,400,400,400,400,400,400
413,400,400,400,400,400,400,400,400,400
414,400,400,400,400,400,400,400,400,400
415,400,400,400,400,400,400,400,400,400
416,400,400,400,400,400,400,400,400,400
417,400,400,400,400,400,400,400,400,400
418,400,400,400,400,400,400,400,400,400
419,400,400,400,400,400,400,400,400,400
420,400,400,400,400,400,400,400,400,400
421,400,400,400,400,400,400,400,400,400
422,400,400,400,400,400,400,400,400,400
423,400,400,400,400,400,400,400,400,400
424,400,400,400,400,400,400,400,400,400
425,400,400,400,400,400,400,400,400,400
426,400,400,400,400,400,400,400,400,400
427,400,400,400,400,400,400,400,400,400
428,400,400,400,400,400,400,400,400,400
429,400,400,400,400,400,400,400,400,400
430,400,400,400,400,400,400,400,400,400
431,400,400,400,400,400,400,400,400,400
432,400,400,400,400,400,400,400,400,400
433,400,400,400,400,400,400,400,400,400
434,400,400,400,400,400,400,400,400,400
435,400,400,400,400,400,400,400,400,400
436,400,400,400,400,400,400,400,400,400
437,400,400,400,400,400,400,400,400,400
438,400,400,400,400,400,400,400,400,400
439,400,400,400,400,400,400,400,400,400
440,400,400,400,400,400,400,400,400,400
441,400,400,400,400,400,400,400,400,400
442,400,400,400,400,400,400,400,400,400
443,400,400,400,400,400,400,400,400,400
444,400,400,400,400,400,400,400,400,400
445,400,400,400,400,400,400,400,400,400
446,400,400,400,400,400,400,400,400,400
447,400,400,400,400,400,400,400,400,400
448,400,400,400,400,400,400,400,400,400
449,400,400,400,400,400,400,400,400,400
450,400,400,400,400,400,400,400,400,400
451,400,400,400,400,400,400,400,400,400
452,400,400,400,400,400,400,400,400,400
453,400,400,400,400,400,400,400,400,400
454,400,400,400,400,400,400,400,400,400
455,400,400,400,400,400,400,400,400,400
456,400,400,400,400,400,400,400,400,400
457,400,400,400,400,400,400,400,400,400
458,400,400,400,400,400,400,400,400,400
459,400,400,400,400,400,400,400,400,400
460,400,400,400,400,400,400,400,400,400
461,400,400,400,400,400,400,400,400,400
462,400,400,400,400,400,400,400,400,400
463,400,400,400,400,400,400,400,400,400
464,400,400,400,400,400,400,400,400,400
465,400,400,400,400,400,400,400,400,400
466,400,400,400,400,400,400,400,400,400
467,400,400,400,400,400,400,400,400,400
468,400,400,400,400,400,400,400,400,400
469,400,400,400,400,400,400,400,400,400
470,400,400,400,400,400,400,400,400,400
471,400,400,400,400,400,400,400,400,400
472,400,400,400,400,400,400,400,400,400
473,400,400,400,400,400,400,400,400,400
474,400,400,400,400,400,400,400,400,400
475,400,400,400,400,400,400,400,400,400
476,400,400,400,400,400,400,400,400,400
477,400,400,400,400,400,400,400,400,400
478,400,400,400,400,400,400,400,400,400
479,400,400,400,400,400,400,400,400,400
480,400,400,400,400,400,400,400,400,400
481,400,400,400,400,400,400,400,400,400
482,400,400,400,400,400,400,400,400,400
483,400,400,400,400,400,400,400,400,400
484,400,400,400,400,400,400,400,400,400
485,400,400,400,400,400,400,400,400,400
486,400,400,400,400,400,400,400,400,400
487,400,400,400,400,400,400,400,400,400
488,400,400,400,400,400,400,400,400,400
489,400,400,400,400,400,400,400,400,400
490,400,400,400,400,400,400,400,400,400
491,400,400,400,400,400,400,400,400,400
492,400,400,400,400,400,400,400,400,400
493,400,400,400,400,400,400,400,400,400
494,400,400,400,400,400,400,400,400,400
495,400,400,400,400,400,400,400,400,400
496,400,400,400,400,400,400,400,400,400
497,400,400,400,400,400,400,400,400,400
498,400,400,400,400,400,400,400,400,400
499,400,400,400,400,400,400,400,400,400
500,400,400,400,400,400,400,400,400,400
501,400,400,400,400,400,400,400,400,400
502,400,400,400,400,400,400,400,400,400
503,400,400,400,400,400,400,400,400,400
504,400,400,400,400,400,400,400,400,400
505,400,400,400,400,400,400,400,400,400
506,400,400,400,400,400,400,400,400,400
507,400,400,400,400,400,400,400,400,400
508,400,400,400,400,400,400,400,400,400
509,400,400,400,400,400,400,400,400,400
510,400,400,400,400,400,400,400,400,400
511,400,400,400,400,400,400,400,400,400
512,400,400,400,400,400,400,400,400,400
513,400,400,400,400,400,400,400,400,400
514,400,400,400,400,400,400,400,400,400
515,400,400,400,400,400,400,400,400,400
516,400,400,400,400,400,400,400,400,400
517,400,400,400,400,400,400,400,400,400
518,400,400,400,400,400,400,400,400,400
519,400,400,400,400,400,400,400,400,400
520,400,400,400,400,400,400,400,400,400
521,400,400,400,400,400,400,400,400,400
522,400,400,400,400,400,400,400,400,400
523,400,400,400,400,400,400,400,400,400
524,400,400,400,400,400,400,400,400,400
525,400,400,400,400,400,400,400,400,400
526,400,400,400,400,400,400,400,400,400
527,400,400,400,400,400,400,400,400,400
528,400,400,400,400,400,400,400,400,400
529,400,400,400,400,400,400,400,400,400
530,400,400,400,400,400,400,400,400,400
531,400,400,400,400,400,400,400,400,400
532,400,400,400,400,400,400,400,400,400
533,400,400,400,400,400,400,400,400,400
534,400,400,400,400,400,400,400,400,400
535,400,400,400,400,400,400,400,400,400
536,400,400,400,400,400,400,400,400,400
537,400,400,400,400,400,400,400,400,400
538,400,400,400,400,400,400,400,400,400
539,400,400,400,400,400,400,400,400,400
540,400,400,400,400,400,400,400,400,400
541,400,400,400,400,400,400,400,400,400
542,400,400,400,400,400,400,400,400,400
543,400,400,400,400,400,400,400,400,400
544,400,400,400,400,400,400,400,400,400
545,400,400,400,400,400,400,400,400,400
546,400,400,400,400,400,400,400,400,400
547,400,400,400,400,400,400,400,400,400
548,400,400,400,400,400,400,400,400,400
549,400,400,400,400,400,400,400,400,400
550,400,400,400,400,400,400,400,400,400
551,400,400,400,400,400,400,400,400,400
552,400,400,400,400,400,400,400,400,400
553,400,400,400,400,400,400,400,400,400
554,400,400,400,400,400,400,400,400,400
555,400,400,400,400,400,400,400,400,400
556,400,400,400,400,400,400,400,400,400
557,400,400,400,400,400,400,400,400,400
558,400,400,400,400,400,400,400,400,400
559,400,400,400,400,400,400,400,400,400
560,400,400,400,400,400,400,400,400,400
561,400,400,400,400,400,400,400,400,400
562,400,400,400,400,400,400,400,400,400
563,400,400,400,400,400,400,400,400,400
564,400,400,400,400,400,400,400,400,400
565,400,400,400,400,400,400,400,400,400
566,400,400,400,400,400,400,400,400,400
567,400,400,400,400,400,400,400,400,400
568,400,400,400,400,400,400,400,400,400
569,400,400,400,400,400,400,400,400,400
570,400,400,400,400,400,400,400,400,400
571,400,400,400,400,400,400,400,400,400
572,400,400,400,400,400,400,400,400,400
573,400,400,400,400,400,400,400,400,400
574,400,400,400,400,400,400,400,400,400
575,400,400,400,400,400,400,400,400,400
576,400,400,400,400,400,400,400,400,400
577,400,400,400,400,400,400,400,400,400
578,400,400,400,400,400,400,400,400,400
579,400,400,400,400,400,400,400,400,400
580,400,400,400,400,400,400,400,400,400
581,400,400,400,400,400,400,400,400,400
582,400,400,400,400,400,400,400,400,400
583,400,400,400,400,400,400,400,400,400
584,400,400,400,400,400,400,400,400,400
585,400,400,400,400,400,400,400,400,400
586,400,400,400,400,400,400,400,400,400
587,400,400,400,400,400,400,400,400,400
588,400,400,400,400,400,400,400,400,400
589,400,400,400,400,400,400,400,400,400
590,400,400,400,400,400,400,400,400,400
591,400,400,400,400,400,400,400,400,400
592,400,400,400,400,400,400,400,400,400
593,400,400,400,400,400,400,400,400,400
594,400,400,400,400,400,400,400,400,400
595,400,400,400,400,400,400,400,400,400
596,400,400,400,400,400,400,400,400,400
597,400,400,400,400,400,400,400,400,400
598,400,400,400,400,400,400,400,400,400
599,400,400,400,400,400,400,400,400,400
600,400,400,400,400,400,400,400,400,400
601,400,400,400,400,400,400,400,400,400
602,400,400,400,400,400,400,400,400,400
603,400,400,400,400,400,400,400,400,400
604,400,400,400,400,400,400,400,400,400
605,400,400,400,400,400,400,400,400,400
606,400,400,400,400,400,400,400,400,400
607,400,400,400,400,400,400,400,400,400
608,400,400,400,400,400,400,400,400,400
609,400,400,400,400,400,400,400,400,400
610,400,400,400,400,400,400,400,400,400
611,400,400,400,400,400,400,400,400,400
612,400,400,400,400,400,400,400,400,400
613,400,400,400,400,400,400,400,400,400
614,400,400,400,400,400,400,400,400,400
615,400,400,400,400,400,400,400,400,400
616,400,400,400,400,400,400,400,400,400
617,400,400,400,400,400,400,400,400,400
618,400,400,400,400,400,400,400,400,400
619,400,400,400,400,400,400,400,400,400
620,400,400,400,400,400,400,400,400,400
621,400,400,400,400,400,400,400,400,400
622,400,400,400,400,400,400,400,400,400
623,400,400,400,400,400,400,400,400,400
624,400,400,400,400,400,400,400,400,400
625,400,400,400,400,400,400,400,400,400
626,400,400,400,400,400,400,400,400,400
627,400,400,400,400,400,400,400,400,400
628,400,400,400,400,400,400,400,400,400
629,400,400,400,400,400,400,400,400,400
630,400,400,400,400,400,400,400,400,400
631,400,400,400,400,400,400,400,400,400
632,400,400,400,400,400,400,400,400,400
633,400,400,400,400,400,400,400,400,400
634,400,400,400,400,400,400,400,400,400
635,400,400,400,400,400,400,400,400,400
636,400,400,400,400,400,400,400,400,400
637,400,400,400,400,400,400,400,400,400
638,400,400,400,400,400,400,400,400,400
639,400,400,400,400,400,400,400,400,400
640,400,400,400,400,400,400,400,400,400
641,400,400,400,400,400,400,400,400,400
642,400,400,400,400,400,400,400,400,400
643,400,400,400,400,400,400,400,400,400
644,400,400,400,400,400,400,400,400,400
645,400,400,400,400,400,400,400,400,400
646,400,400,400,400,400,400,400,400,400
647,400,400,400,400,400,400,400,400,400
648,400,400,400,400,400,400,400,400,400
649,400,400,400,400,400,400,400,400,400
650,400,400,400,400,400,400,400,400,400
651,400,400,400,400,400,400,400,400,400
652,400,400,400,400,400,400,400,400,400
653,400,400,400,400,400,400,400,400,400
654,400,400,400,400,400,400,400,400,400
655,400,400,400,400,400,400,400,400,400
656,400,400,400,400,400,400,400,400,400
657,400,400,400,400,400,400,400,400,400
658,400,400,400,400,400,400,400,400,400
659,400,400,400,400,400,400,400,400,400
660,400,400,400,400,400,400,400,400,400
661,400,400,400,400,400,400,400,400,400
662,400,400,400,400,400,400,400,400,400
663,400,400,400,400,400,400,400,400,400
664,400,400,400,400,400,400,400,400,400
665,400,400,400,400,400,400,400,400,400
666,400,400,400,400,400,400,400,400,400
667,400,400,400,400,400,400,400,400,400
668,400,400,400,400,400,400,400,400,400
669,400,400,400,400,400,400,400,400,400
670,400,400,400,400,400,400,400,400,400
671,400,400,400,400,400,400,400,400,400
672,400,400,400,400,400,400,400,400,400
673,400,400,400,400,400,400,400,400,400
674,400,400,400,400,400,400,400,400,400
675,400,400,400,400,400,400,400,400,400
676,400,400,400,400,400,400,400,400,400
677,400,400,400,400,400,400,400,400,400
678,400,400,400,400,400,400,400,400,400
679,400,400,400,400,400,400,400,400,400
680,400,400,400,400,400,400,400,400,400
681,400,400,400,400,400,400,400,400,400
682,400,400,400,400,400,400,400,400,400
683,400,400,400,400,400,400,400,400,400
684,400,400,400,400,400,400,400,400,400
685,400,400,400,400,400,400,400,400,400
686,400,400,400,400,400,400,400,400,400
687,400,400,400,400,400,400,400,400,400
688,400,400,400,400,400,400,400,400,400
689,400,400,400,400,400,400,400,400,400
690,400,400,400,400,400,400,400,400,400
